** Cluster Picker Results **
Input sequences =	C:\Users\Manon\Documents\Project\CPT_Write-up\BMCcorrections\HCV\HCV_1b_3876.fas
Input tree =	C:\Users\Manon\Documents\Project\CPT_Write-up\BMCcorrections\HCV\HCV3876.nwk
Initial support threshold=	70.0
Support threshold=	70.0
Genetic distance threshold=	0.02
Large cluster threshold=	2147483647
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	C:\Users\Manon\Documents\Project\CPT_Write-up\BMCcorrections\HCV\HCV_1b_3876_HCV3876_clusterPicks.fas
Output tree=	C:\Users\Manon\Documents\Project\CPT_Write-up\BMCcorrections\HCV\HCV3876_clusterPicks.nwk
Output figtree=	C:\Users\Manon\Documents\Project\CPT_Write-up\BMCcorrections\HCV\HCV3876_clusterPicks.nwk.figTree
-------------------------
There are	3876	sequences
Tree has	3876	tips
Found	144	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
12	104	104	[AM286024, AM286027, AM286121, AM286030, AM286019, AM286136, AM286116, AM286026, AM286113, AM286114, AM286120, AM286031, AM286126, AM286117, AM286119, AM285889, AM286023, AM286025, AM286118, AM286057, AM285935, AM285936, AM285938, AM286094, AM286095, AM285886, AM397935, AM285932, AM286078, AM286105, AM286043, AM286074, AM286102, AM285927, AM285898, AM285899, AM285897, AM286100, AM285887, AM286093, AM286089, AM285876, AM286045, AM286046, AM286051, AM286092, AM286050, AM286059, AM285883, AM285879, AM286081, AM286062, AM286086, AM397949, AM286060, AM286104, AM286112, AM286097, AM285925, AM286087, AM286098, AM286079, AM286049, AM286077, AM286076, AM286080, AM286041, AM286042, AM286091, AM285924, AM286066, AM285930, AM286065, AM285880, AM286085, AM397948, AM285878, AM286103, AM286075, AM285928, AM286090, AM285929, AM285882, AM286088, AM285934, AM286055, AM286053, AM286052, AM285933, AM285939, AM285941, AM286058, AM285942, AM285940, AM286056, AM286122, AM286115, AM286029, AM286036, AM286037, AM286034, AM286035, AM286032, AM286124]	88.0	0.013961605584642234
13	2	2	[KC143888, KC143895]	81.0	0.0017452006980802793
14	2	2	[JX183361, JX183307]	78.0	0.005235602094240838
15	10	10	[AB492200, AB492196, AB492197, AB492198, AB492195, AB492193, AB492199, AB492194, AB492201, AB492202]	76.0	0.019197207678883072
16	2	2	[JN055423, JN055422]	81.0	0.012216404886561954
17	2	2	[D16806, D16805]	82.0	0.005235602094240838
18	2	2	[AY835228, AY835227]	93.0	0.005235602094240838
19	2	2	[DQ249537, DQ249538]	85.0	0.006980802792321117
20	4	4	[AB008447, AB008445, AB191333, AB008446]	72.0	0.006980802792321117
21	8	8	[AY587496, AY587482, AY587497, AY587484, AY587486, AY587487, AY587490, AY587483]	95.0	0.013961605584642234
22	3	3	[AF139594, S62220, D13406]	99.0	0.005235602094240838
23	12	12	[AM262466, AM262456, AM262464, AM262455, AM262461, AM262465, AM262457, AM262462, AM262463, AM262459, AM262460, AM262458]	86.0	0.010471204188481676
24	2	2	[AY089751, DQ640336]	82.0	0.0017452006980802793
25	2	2	[FJ411256, FJ411255]	74.0	0.017452006980802792
26	2	2	[D16722, D16723]	82.0	0.0034904013961605585
27	2	2	[FJ483373, FJ607081]	77.0	0.0017452006980802793
28	2	2	[DQ061358, DQ061357]	85.0	0.0034904013961605585
29	3	3	[DQ061362, AB154201, DQ061361]	74.0	0.0034904013961605585
30	2	2	[AY587328, AY587337]	75.0	0.0017452006980802793
31	2	2	[AY521981, AY522009]	86.0	0.006980802792321117
32	2	2	[AB269350, AB291028]	100.0	0.0017452006980802793
33	3	3	[AM285758, AM285757, AM285756]	88.0	0.0034904013961605585
34	2	2	[FJ607132, FJ607113]	98.0	0.005235602094240838
35	2	2	[JQ802090, JQ801832]	89.0	0.012216404886561954
36	2	2	[DQ061373, DQ061374]	73.0	0.0034904013961605585
37	7	7	[AY587420, AY587426, AY587428, AY587415, AY587421, AY587414, AY587419]	91.0	0.006980802792321117
38	2	2	[DQ374421, AY506680]	96.0	0.0034904013961605585
39	2	2	[FJ607079, FJ483407]	79.0	0.0017452006980802793
40	2	2	[AB719578, AB719498]	99.0	0.0034904013961605585
41	2	2	[AF165049, AF165050]	96.0	0.005235602094240838
42	2	2	[JQ924912, JQ924903]	77.0	0.006980802792321117
43	2	2	[FJ483372, FJ607089]	100.0	0.0017452006980802793
44	3	3	[AY587409, AY587412, AY587397]	80.0	0.005235602094240838
45	12	12	[AY600729, AY600728, AY600733, AY600731, AY600735, AY600736, AY600715, AY600739, AY600738, AY600707, AY600708, AY600737]	91.0	0.010471204188481676
46	2	2	[AB061934, AB062180]	75.0	0.0017452006980802793
47	2	2	[AB719468, AB719565]	85.0	0.0034904013961605585
48	2	2	[FJ607075, FJ483403]	84.0	0.0017452006980802793
49	4	4	[DQ061298, DQ061296, DQ061297, DQ061299]	83.0	0.005235602094240838
50	2	2	[AM494570, AM494578]	75.0	0.010471204188481676
51	2	2	[EF652779, EF652776]	73.0	0.017452006980802792
52	3	3	[D16752, D16749, D16748]	72.0	0.005235602094240838
53	2	2	[FJ911717, FJ911733]	97.0	0.005235602094240838
54	2	2	[AM285753, AM285754]	86.0	0.0017452006980802793
55	2	2	[D16751, D16766]	99.0	0.005235602094240838
56	3	3	[EF652610, EF652613, EF652609]	77.0	0.0034904013961605585
57	3	3	[AF165046, AF165045, AF207755]	77.0	0.010471204188481676
58	2	2	[FJ607092, FJ483379]	88.0	0.0017452006980802793
59	2	2	[AF165063, AF165064]	88.0	0.005235602094240838
60	4	4	[X61596, X61591, X78951, X61594]	90.0	0.017452006980802792
61	2	2	[AF165055, AF165056]	75.0	0.0034904013961605585
62	17	17	[EF652620, EF652624, EF652621, EF652619, EF652627, EF652787, EF652633, EF652632, EF652630, EF652623, EF652790, EF652782, EF652785, EF652783, EF652786, EF652788, EF652791]	87.0	0.017452006980802792
63	11	11	[AM262497, AM262504, AM262502, AM262510, AM262499, AM262508, AM262495, AM262498, AM262503, AM262500, AM262494]	81.0	0.010471204188481676
64	2	2	[AB779562, AB779679]	93.0	0.005235602094240838
65	2	2	[DQ061369, DQ061370]	85.0	0.0034904013961605585
66	2	2	[AF165047, AF165048]	83.0	0.012216404886561954
67	8	8	[DQ641964, DQ641963, DQ839194, DQ641965, DQ839196, DQ839195, DQ641962, DQ839193]	80.0	0.006980802792321117
68	17	17	[DQ641976, DQ839207, DQ839192, DQ839189, DQ839190, DQ641974, DQ839205, DQ641958, DQ641969, DQ839200, DQ641977, DQ839208, DQ641967, DQ839198, DQ839206, DQ641975, DQ641961]	88.0	0.015706806282722512
69	2	2	[DQ839184, DQ641953]	79.0	0.0017452006980802793
70	2	2	[DQ641968, DQ839199]	96.0	0.0017452006980802793
71	5	5	[DQ641970, DQ641972, DQ641973, DQ839204, DQ641971]	87.0	0.012216404886561954
72	14	14	[JN981189, JN981196, JN981207, JN981191, JN981201, JN981193, JN981194, JN981199, JN981200, JN981197, JN981204, JN981188, JN981190, JN981206]	95.0	0.013961605584642234
73	2	2	[AJ238799, AJ238800]	84.0	0.0017452006980802793
74	2	2	[AB291014, AB291019]	85.0	0.0034904013961605585
75	3	3	[AM262506, AM262507, AM262501]	70.0	0.013961605584642234
76	2	2	[D16753, D16755]	84.0	0.005235602094240838
77	2	2	[D11355, D11168]	100.0	0.0034904013961605585
78	2	2	[AY835286, AY835287]	94.0	0.013961605584642234
79	4	4	[EF560551, EF560552, EF560553, EF560554]	83.0	0.008726003490401396
80	2	2	[AB518849, AB518858]	95.0	0.0
81	3	3	[AB719581, AB719516, AB719561]	73.0	0.019197207678883072
82	2	2	[D50484, D50482]	91.0	0.010471204188481676
83	2	2	[AM262496, AM262509]	71.0	0.005235602094240838
84	3	3	[DQ839210, DQ839212, DQ839209]	89.0	0.0034904013961605585
85	14	14	[JQ791348, JQ791355, JQ791353, JQ791357, JQ791362, JQ791349, JQ791345, JQ791346, JQ791359, JQ791350, JQ791363, JQ791364, JQ791347, JQ791351]	82.0	0.019197207678883072
86	4	4	[JQ791358, JQ791360, JQ791356, JQ791352]	90.0	0.006980802792321117
87	2	2	[AB154198, AB154197]	99.0	0.0034904013961605585
88	2	2	[FJ911715, EU781830]	86.0	0.006980802792321117
89	3	3	[D16703, D16702, D16704]	91.0	0.006980802792321117
90	3	3	[FJ483399, FJ483382, FJ607087]	73.0	0.0034904013961605585
91	2	2	[EF652536, EF652538]	83.0	0.005235602094240838
92	2	2	[EF652687, EF652659]	97.0	0.0034904013961605585
93	3	3	[DQ839213, DQ839214, DQ839216]	81.0	0.010471204188481676
94	2	2	[AF165061, AF165062]	97.0	0.010471204188481676
95	3	3	[AB061988, AB061992, AB061989]	91.0	0.0034904013961605585
96	2	2	[JX649709, JX649702]	74.0	0.0017452006980802793
97	2	2	[AB719505, AB719587]	85.0	0.0034904013961605585
98	2	2	[EF420127, EF420126]	98.0	0.012216404886561954
99	2	2	[DQ859947, DQ859936]	84.0	0.008726003490401396
100	2	2	[JQ791371, JQ791370]	100.0	0.0017452006980802793
101	11	11	[JQ791377, JQ791384, JQ791379, JQ791374, JQ791381, JQ791366, JQ791365, JQ791383, JQ791367, JQ791378, JQ791368]	98.0	0.006980802792321117
102	2	2	[JN981220, JN981226]	83.0	0.0034904013961605585
103	2	2	[AM285967, AM285791]	75.0	0.0017452006980802793
104	8	8	[JN981309, JN981325, JN981316, JN981310, JN981315, JN981319, JN981308, JN981312]	97.0	0.015706806282722512
105	2	2	[AY600662, AY600664]	72.0	0.0034904013961605585
106	2	2	[JN573075, JN573072]	76.0	0.0017452006980802793
107	2	2	[FJ483391, FJ607068]	72.0	0.0017452006980802793
108	2	2	[KC143890, KC143884]	93.0	0.0017452006980802793
109	13	13	[AB492234, AB492230, AB492228, AB492229, AB492235, AB492233, AB492220, AB492221, AB492225, AB492226, AB492219, AB492227, AB492222]	91.0	0.019197207678883072
110	2	2	[AB154195, AB154196]	81.0	0.005235602094240838
111	2	2	[JN573006, JN573005]	96.0	0.0017452006980802793
112	2	2	[JN981376, JN981379]	78.0	0.006980802792321117
113	2	2	[D00574, D89815]	97.0	0.006980802792321117
114	11	11	[AB492209, AB492213, AB492208, AB492210, AB492224, AB492215, AB492214, AB492207, AB492203, AB492204, AB492205]	100.0	0.012216404886561954
115	3	3	[FJ483401, FJ483398, FJ607073]	70.0	0.005235602094240838
116	2	2	[AB062020, AB062005]	87.0	0.005235602094240838
117	2	2	[JN981454, JN981450]	90.0	0.0017452006980802793
118	9	9	[JQ791390, JQ791385, JQ791391, JQ791395, JQ791400, JQ791401, JQ791403, JQ791386, JQ791387]	99.0	0.008726003490401396
119	2	2	[JQ791396, JQ791388]	93.0	0.0034904013961605585
120	12	12	[JQ791266, JQ791267, JQ791272, JQ791282, JQ791273, JQ791270, JQ791275, JQ791271, JQ791277, JQ791269, JQ791285, JQ791281]	71.0	0.008726003490401396
121	2	2	[AB062247, AB062257]	83.0	0.0017452006980802793
122	5	5	[DQ061337, JX649717, JX649711, DQ061338, JX649710]	81.0	0.008726003490401396
123	2	2	[AB492190, AB492187]	85.0	0.0017452006980802793
124	2	2	[D10687, D10688]	97.0	0.0034904013961605585
125	5	5	[JX649725, JX649720, JX649722, JX649718, JX649723]	84.0	0.017452006980802792
126	2	2	[JN055401, JN055409]	82.0	0.017452006980802792
127	3	3	[AB719480, AB719510, AB719462]	89.0	0.008726003490401396
128	3	3	[JX649719, JX649727, JX649726]	88.0	0.0034904013961605585
129	2	2	[JX649721, JX649724]	80.0	0.006980802792321117
130	2	2	[KC348431, KC348432]	82.0	0.0017452006980802793
131	7	7	[FR850667, FR850673, FR850665, FR850674, AM422814, AM422829, FR850672]	80.0	0.008726003490401396
132	2	2	[AB062194, AB062200]	75.0	0.006980802792321117
133	2	2	[U63378, U63379]	83.0	0.015706806282722512
134	2	2	[GU441260, GU441245]	77.0	0.005235602094240838
135	5	5	[AF054248, AF054251, DQ071885, AF054247, AF054257]	80.0	0.006980802792321117
136	2	2	[AY835265, AY835266]	79.0	0.0034904013961605585
137	2	2	[JN981484, JN981476]	78.0	0.008726003490401396
138	2	2	[JN981481, JN981482]	92.0	0.008726003490401396
139	2	2	[JN981332, JN981338]	73.0	0.006980802792321117
140	2	2	[AM285902, AM285903]	74.0	0.0017452006980802793
141	2	2	[JN981173, JN981195]	73.0	0.0017452006980802793
142	3	3	[AM285875, AM285874, AM285873]	82.0	0.005235602094240838
143	3	3	[JN981404, JN981401, JN981398]	83.0	0.008726003490401396
144	2	2	[JN981394, JN981399]	75.0	0.015706806282722512
-------------------------
