** Cluster Picker Results **
Input sequences =	C:\Users\Manon\Documents\Project\CPT_Write-up\ClusterTutorial\EU1866.fas
Input tree =	C:\Users\Manon\Documents\Project\CPT_Write-up\ClusterTutorial\EU1866.treeforCPT.nwk
Initial support threshold=	0.9
Support threshold=	0.9
Genetic distance threshold=	0.045
Large cluster threshold=	5
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	C:\Users\Manon\Documents\Project\CPT_Write-up\ClusterTutorial\EU1866_EU1866.treeforCPT_clusterPicks.fas
Output tree=	C:\Users\Manon\Documents\Project\CPT_Write-up\ClusterTutorial\EU1866.treeforCPT_clusterPicks.nwk
Output figtree=	C:\Users\Manon\Documents\Project\CPT_Write-up\ClusterTutorial\EU1866.treeforCPT_clusterPicks.nwk.figTree
-------------------------
There are	1866	sequences
Tree has	1866	tips
Found	71	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
23	2	2	[B.GB.78634.JN101739_2002, B.GB.93560.JN101070_2003]	0.964	0.01901901901901902
24	2	2	[B.GB.84844.JN101826_2000, B.GB.99561.JN100810_2002]	1.0	0.014014014014014014
25	2	2	[B.BE.VI2626.DQ177220_2002, B.GB.78944.JN100785_2001]	0.965	0.036036036036036036
26	3	3	[B.GB.67617.JN101251_2003, B.GB.77502.JN101714_2003, B.GB.85525.JN101202_2003]	1.0	0.03203203203203203
27	2	2	[B.CZ.70948PL16.AY694250_2000, B.CZ.82516PL1.AY694288_2000]	0.938	0.044044044044044044
28	2	2	[B.GB.84710.JN100911_2000, B.GB.97425.JN100776_2003]	1.0	0.021021021021021023
29	3	3	[B.IT.58MUS.EU496238_2001, B.GB.66582.JN101213_1998, B.GB.81580.JN101293_1998]	0.994	0.035035035035035036
30	2	2	[B.GB.71430.JN101115_1997, B.GB.81920.JN101219_2002]	0.98	0.04104104104104104
31	5	5	[B.GB.77801.JN101755_2001, B.GB.91436.JN101406_1998, B.GB.92656.JN101265_1999, B.IT.1182_48_6231_20030930.DQ878798_2003, B.IT.65MUS.EU496245_2001]	0.903	0.044044044044044044
32	6	6	[B.GB.clA_s7_n_y03.EU817066_2003, B.GB.clA_s11_n_y98.EU817049_1998, B.GB.clA_s19_n_y03.EU817057_2003, B.GB.clA_s3_n_y01.EU817062_2001, B.GB.clA_s12_n_y03.EU817050_2003, B.GB.clA_s20_n_y01.EU817059_2001]	1.0	0.023023023023023025
33	2	2	[B.BE.VI2687.DQ177228_2002, B.BE.VI339.DQ177224_1989]	0.901	0.028028028028028028
34	2	2	[B.GB.78918.JN100676_1997, B.GB.88379.JN101511_2002]	1.0	0.02002002002002002
35	2	2	[B.DE.1182_48_4238_20030513.DQ878469_2003, B.DE.1182_48_4240_20030513.DQ878471_2003]	0.999	0.005005005005005005
36	2	2	[B.FR.1182_48_3262_20030729.DQ878166_2003, B.FR.1182_48_3297_20030930.DQ878203_2003]	1.0	0.022022022022022022
37	2	2	[B.GR.1182_48_5097_20030901.DQ878593_2003, B.GR.1182_48_5098_20030925.DQ878594_2003]	0.964	0.04004004004004004
38	2	2	[B.DE.1182_48_4215_20030512.DQ878448_2003, B.DE.ID1083_GT2.GU271161_2002]	0.998	0.012012012012012012
39	2	2	[B.DE.1182_48_4137_20030320.DQ878368_2003, B.DE.1182_48_4176_20030506.DQ878410_2003]	0.998	0.03403403403403404
40	6	6	[B.GB.67840.JN101388_2000, B.GB.clB_s34_n_y03.EU817080_2003, B.GB.94935.JN100995_2003, B.GB.clB_s26_n_y02.EU817072_2002, B.GB.clB_s35_n_y01.EU817081_2001, B.GB.clB_s33_n_y00.EU817079_2000]	1.0	0.015015015015015015
41	2	2	[B.CZ.83315PL1.AY694284_2000, B.CZ.80110PL7.AY694323_2001]	0.992	0.028028028028028028
42	3	3	[B.GB.68766.JN100981_2003, B.GB.89288.JN101121_2003, B.GB.97209.JN101418_2003]	0.967	0.036036036036036036
43	5	5	[B.GB.76091.JN101249_2003, B.GB.66215.JN100858_2003, B.GB.80439.JN101149_2003, B.GB.84479.JN101925_2003, B.GB.83164.JN101313_2002]	0.978	0.035035035035035036
44	3	3	[B.GB.98979.JN100701_2000, B.GB.66386.JN100703_2002, B.GB.92457.JN101143_2003]	0.962	0.03403403403403404
45	2	2	[B.CZ.87053PL1.AY694344_2000, B.GB.87781.JN101429_2001]	1.0	0.014014014014014014
46	2	2	[B.GB.79271.JN101525_2002, B.GB.79911.JN101167_1999]	0.98	0.03803803803803804
47	2	2	[B.CZ.87933PL1.AY694377_2000, B.CZ.SL15556PL1.AY694295_2000]	0.988	0.042042042042042045
48	2	2	[B.GB.71435.JN101658_2001, B.GB.95500.JN100856_2002]	1.0	0.011011011011011011
49	2	2	[B.GB.84724.JN101059_2000, B.GB.91777.JN101452_2001]	1.0	0.008008008008008008
50	3	3	[B.CZ.87009PL1.AY694339_2000, B.CZ.84453PL2.AY694265_2000, B.CZ.84878PL1.AY694276_2000]	0.985	0.023023023023023025
51	2	2	[B.BE.M24.DQ061388_1996, B.GB.96768.JN100825_1999]	0.926	0.031031031031031032
52	2	2	[B.IT.36MUS.EU496216_2001, B.IT.39MUS.EU496219_2001]	0.904	0.043043043043043044
53	2	2	[B.GB.1182_48_8009_20030506.DQ879054_2003, B.GB.71670.JN101435_2002]	0.975	0.037037037037037035
54	2	2	[B.CZ.85755PL1.AY694301_2000, B.DE.1182_48_4122_20030409.DQ878353_2003]	0.999	0.026026026026026026
55	2	2	[B.GB.100346.JN100671_2002, B.GB.70066.JN101924_2003]	0.998	0.02702702702702703
56	2	2	[B.CZ.52540PL14.AY694308_2000, B.CZ.79664PL1.AY694292_2000]	1.0	0.018018018018018018
57	2	2	[B.ES.1182_48_7098_20030714.DQ878951_2003, B.ES.2_1_99.AY188569_1999]	0.999	0.03803803803803804
58	2	2	[B.FR.1182_48_3149_20030429.DQ878060_2003, B.FR.1182_48_3258_20030812.DQ878162_2003]	1.0	0.031031031031031032
59	2	2	[B.FR.1182_48_3195_20030512.DQ878105_2003, B.FR.1182_48_3212_20030731.DQ878122_2003]	1.0	0.01001001001001001
60	2	2	[B.DE.1182_48_4002_20030311.DQ878235_2003, B.DE.1182_48_4174_20030502.DQ878408_2003]	1.0	0.012012012012012012
61	2	2	[B.DE.1182_48_4054_20030430.DQ878286_2003, B.DE.1182_48_4231_20030618.DQ878463_2003]	1.0	0.006006006006006006
62	2	2	[B.FR.1182_48_3169_20030409.DQ878078_2003, B.FR.1182_48_3303_20030911.DQ878207_2003]	1.0	0.003003003003003003
63	2	2	[B.DE.1182_48_4261_20030530.DQ878493_2003, B.DE.ID1561_GT2.GU271167_2002]	0.996	0.015015015015015015
64	3	3	[B.GB.75704.JN101005_2002, B.GB.82650.JN101373_2000, B.GB.98537.JN101671_2003]	1.0	0.009009009009009009
65	3	3	[B.DE.1182_48_4109_20030304.DQ878339_2003, B.DE.1182_48_4050_20030218.DQ878283_2003, B.DE.1182_48_4110_20030311.DQ878340_2003]	0.995	0.04004004004004004
66	2	2	[B.GB.91351.JN100798_2000, B.GB.98260.JN101870_2001]	0.92	0.03403403403403404
67	2	2	[B.GB.87761.JN101601_2003, B.GB.MM33d391_P4.HM586190_2001]	0.998	0.014014014014014014
68	3	3	[B.GB.A295.AF494112_1995, B.GB.B4-bp1.AF494110_1998, B.GB.C198.AF494111_1998]	0.943	0.03903903903903904
69	2	2	[B.GB.77183.JN101935_2003, B.GB.80117.JN101943_2003]	0.999	0.016016016016016016
70	3	3	[B.GB.76784.JN101000_2000, B.GB.87532.JN101089_2003, B.GB.90653.JN101465_2003]	0.997	0.021021021021021023
71	2	2	[B.GB.71329.JN101640_2000, B.GB.93775.JN101884_2003]	0.982	0.031031031031031032
-------------------------
