** Cluster Picker Results **
Input sequences =	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.fas
Input tree =	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.treeforCPT.nwk
Initial support threshold=	0.9
Support threshold=	0.9
Genetic distance threshold=	0.045
Large cluster threshold=	5
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	C:\MyDocuments\Clusters\ClusterTutorial\EU3031_EU3031.treeforCPT_clusterPicks.fas
Output tree=	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.treeforCPT_clusterPicks.nwk
Output figtree=	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.treeforCPT_clusterPicks.nwk.figTree
-------------------------
There are	3031	sequences
Tree has	3031	tips
Found	228	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
71	3	3	[Clust71_B.DK.PMVL_018.EF514697_2004, Clust71_B.CY.CY199.JF683751_2007, Clust71_B.DK.CTL_033.EF514709_2001]	0.919	0.04104104104104104
72	2	2	[Clust72_B.IT.9MUS.EU496189_2001, Clust72_B.FR.LW123.U12055_1985]	0.914	0.043043043043043044
73	2	2	[Clust73_B.GB.76001.JN101398_2006, Clust73_B.GB.96478.JN101489_2000]	0.959	0.04004004004004004
74	2	2	[Clust74_B.CY.CY226.JF683775_2008, Clust74_B.GB.90797.JN100867_2006]	0.958	0.04004004004004004
75	2	2	[Clust75_B.GB.89544.JN100806_2002, Clust75_B.GB.99354.JN101168_2003]	0.991	0.006006006006006006
76	5	5	[Clust76_B.GB.90600.JN101941_2005, Clust76_B.GB.98979.JN100701_2000, Clust76_B.GB.71304.JN101646_2004, Clust76_B.GB.66386.JN100703_2002, Clust76_B.GB.92457.JN101143_2003]	0.968	0.04104104104104104
77	2	2	[Clust77_B.CY.CY028.FJ388895_2005, Clust77_B.GB.88960.JN100944_2005]	0.999	0.005005005005005005
78	5	5	[Clust78_B.GB.98843.JN101324_1998, Clust78_B.GB.79202.JN101094_2006, Clust78_B.GB.76818.JN101805_2005, Clust78_B.GB.84248.JN101879_2006, Clust78_B.GB.66208.JN101066_2006]	0.955	0.028028028028028028
79	3	3	[Clust79_B.ES.05SP0243932.FJ481800_2005, Clust79_B.ES.04SP0224119.FJ481756_2004, Clust79_B.GB.90607.JN101926_2004]	0.976	0.04004004004004004
80	2	2	[Clust80_B.GB.84844.JN101826_2000, Clust80_B.GB.99561.JN100810_2002]	1.0	0.014014014014014014
81	2	2	[Clust81_B.GB.66923.JN101221_2004, Clust81_B.GB.75203.JN101702_2005]	0.992	0.03303303303303303
82	2	2	[Clust82_B.GB.100458.JN101294_2005, Clust82_B.GB.78926.JN101597_2004]	0.99	0.03903903903903904
83	2	2	[Clust83_B.ES.04SP0207841.FJ481807_2004, Clust83_B.ES.1182_48_7177_20030819.DQ879014_2003]	0.916	0.04004004004004004
84	2	2	[Clust84_B.GB.68056.JN101775_2002, Clust84_B.GB.78354.JN101039_2004]	0.904	0.04104104104104104
85	3	3	[Clust85_B.GB.66321.JN101372_2005, Clust85_B.GB.96068.JN101165_2006, Clust85_B.GB.97593.JN101085_2005]	0.999	0.037037037037037035
86	6	6	[Clust86_B.GB.71034.JN101542_2006, Clust86_B.GB.80026.JN100890_2006, Clust86_B.GB.92351.JN101666_2005, Clust86_B.CZ.87053PL1.AY694344_2000, Clust86_B.GB.87781.JN101429_2001, Clust86_B.GB.85080.JN101871_2006]	0.967	0.03903903903903904
87	2	2	[Clust87_B.GB.71430.JN101115_1997, Clust87_B.GB.81920.JN101219_2002]	0.986	0.04104104104104104
88	2	2	[Clust88_B.ES.06SP0303029.FJ481824_2006, Clust88_B.GB.71885.JN101080_1999]	0.919	0.042042042042042045
89	2	2	[Clust89_B.GB.77298.JN100908_2002, Clust89_B.GB.80888.JN101785_2006]	0.963	0.036036036036036036
90	9	9	[Clust90_B.GB.83454.JN100715_2007, Clust90_B.GB.80556.JN100690_2004, Clust90_B.GB.81851.JN101058_2005, Clust90_B.GB.72891.JN101607_2005, Clust90_B.GB.95835.JN100677_2006, Clust90_B.GB.88392.JN101780_2006, Clust90_B.GB.96861.JN101534_2006, Clust90_B.GB.92932.JN101904_2005, Clust90_B.ES.X2510_1.GU326114_2008]	0.993	0.03903903903903904
91	2	2	[Clust91_B.GB.82950.JN101361_2005, Clust91_B.GB.93970.JN101754_2006]	0.987	0.01701701701701702
92	4	4	[Clust92_B.GB.67226.JN101839_2004, Clust92_B.GB.100011.JN100774_2004, Clust92_B.GB.86103.JN101389_2004, Clust92_B.GB.66598.JN101867_2004]	0.909	0.03003003003003003
93	2	2	[Clust93_B.GB.76551.JN101652_2005, Clust93_B.GB.95964.JN101281_2005]	0.997	0.044044044044044044
94	4	4	[Clust94_B.GB.71329.JN101640_2000, Clust94_B.GB.93775.JN101884_2003, Clust94_B.GB.73688.JN101782_2006, Clust94_B.GB.85755.JN101028_2006]	0.947	0.043043043043043044
95	5	5	[Clust95_B.GB.71413.JN101645_2004, Clust95_B.GB.80439.JN101149_2003, Clust95_B.GB.84479.JN101925_2003, Clust95_B.GB.91251.JN101907_2006, Clust95_B.GB.66215.JN100858_2003]	0.958	0.031031031031031032
96	2	2	[Clust96_B.GB.78142.JN100952_2004, Clust96_B.GB.87327.JN101402_2003]	0.972	0.022022022022022022
97	2	2	[Clust97_B.GB.66203.JN101086_2005, Clust97_B.GB.88080.JN101641_2006]	0.993	0.024024024024024024
98	3	3	[Clust98_B.GB.96400.JN101944_2000, Clust98_B.GB.96217.JN101519_2004, Clust98_B.GB.97922.JN100910_2004]	0.998	0.022022022022022022
99	2	2	[Clust99_B.GB.69282.JN100667_1997, Clust99_B.GB.74273.JN101737_2006]	1.0	0.025025025025025027
100	3	3	[Clust100_B.GB.67683.JN101735_2006, Clust100_B.GB.70272.JN100835_2005, Clust100_B.GB.76090.JN100905_2005]	0.922	0.03903903903903904
101	5	5	[Clust101_B.GB.77420.JN101554_2006, Clust101_B.GB.68766.JN100981_2003, Clust101_B.GB.97209.JN101418_2003, Clust101_B.GB.70144.JN101096_2006, Clust101_B.GB.89288.JN101121_2003]	0.961	0.044044044044044044
102	3	3	[Clust102_B.GB.82722.JN101057_2006, Clust102_B.GB.100020.JN101042_2005, Clust102_B.GB.99793.JN100831_2005]	0.997	0.007007007007007007
103	2	2	[Clust103_B.GB.93758.JN101885_2002, Clust103_B.GB.98876.JN101842_2006]	0.995	0.012012012012012012
104	2	2	[Clust104_B.CY.CY035.EU673386_2005, Clust104_B.CY.CY096.FJ388963_2005]	1.0	0.021021021021021023
105	3	3	[Clust105_B.GB.79630.JN101720_2005, Clust105_B.GB.72509.JN100945_2003, Clust105_B.GB.90074.JN101441_2007]	0.999	0.04104104104104104
106	3	3	[Clust106_B.CZ.87009PL1.AY694339_2000, Clust106_B.CZ.84453PL2.AY694265_2000, Clust106_B.CZ.84878PL1.AY694276_2000]	0.939	0.023023023023023025
107	2	2	[Clust107_B.ES.04SP0173824.FJ481746_2004, Clust107_B.ES.05SP0256099.FJ481811_2005]	0.995	0.018018018018018018
108	2	2	[Clust108_B.IT.CV1072_132_06.GU969487_2006, Clust108_B.IT.CV1251_158_08.GU969575_2008]	0.997	0.012012012012012012
109	2	2	[Clust109_B.CY.CY016.EU673385_2005, Clust109_B.CY.CY131.FJ388935_2005]	1.0	0.012012012012012012
110	4	4	[Clust110_B.GB.80117.JN101943_2003, Clust110_B.GB.83936.JN101819_2006, Clust110_B.GB.77183.JN101935_2003, Clust110_B.GB.78351.JN100865_2005]	0.996	0.03403403403403404
111	3	3	[Clust111_B.GB.88179.JN101217_2005, Clust111_B.GB.82796.JN101502_2003, Clust111_B.GB.83972.JN101163_2005]	0.928	0.04004004004004004
112	3	3	[Clust112_B.GB.94569.JN100758_2006, Clust112_B.GB.95570.JN100713_2006, Clust112_B.GB.77906.JN101670_2006]	0.996	0.042042042042042045
113	2	2	[Clust113_B.CY.CY018.FJ388890_2005, Clust113_B.CY.CY132.FJ388936_2005]	0.932	0.03903903903903904
114	2	2	[Clust114_B.GB.66617.JN101074_2006, Clust114_B.GB.86011.JN100687_1997]	0.945	0.043043043043043044
115	2	2	[Clust115_B.GB.74347.JN101467_2006, Clust115_B.GB.93922.JN101930_2005]	0.965	0.044044044044044044
116	2	2	[Clust116_B.IT.CV1141_119_07.GU969516_2007, Clust116_B.IT.CV1200_91_08.GU969551_2008]	0.997	0.03203203203203203
117	2	2	[Clust117_B.GB.77868.JN101156_2006, Clust117_B.GB.82666.JN101445_2005]	1.0	0.008008008008008008
118	2	2	[Clust118_B.GB.93100.JN100704_2005, Clust118_B.GB.98966.JN100749_1998]	0.988	0.036036036036036036
119	2	2	[Clust119_B.ES.05SP0249433.FJ481766_2005, Clust119_B.GB.98617.JN101883_2004]	0.997	0.03203203203203203
120	3	3	[Clust120_B.ES.06SP0321468.FJ481847_2006, Clust120_B.ES.05SP0237398.FJ481797_2005, Clust120_B.ES.05SP0237403.FJ481798_2005]	1.0	0.031031031031031032
121	5	5	[Clust121_B.IT.1182_48_6231_20030930.DQ878798_2003, Clust121_B.IT.65MUS.EU496245_2001, Clust121_B.GB.77801.JN101755_2001, Clust121_B.GB.91436.JN101406_1998, Clust121_B.GB.92656.JN101265_1999]	0.912	0.044044044044044044
122	2	2	[Clust122_B.GB.69708.JN101656_2005, Clust122_B.GB.90731.JN101594_2004]	0.998	0.02702702702702703
123	3	3	[Clust123_B.GB.81040.JN101718_2006, Clust123_B.CY.CY195.JF683747_2007, Clust123_B.GB.76472.JN100996_2004]	0.989	0.03403403403403404
124	25	25	[Clust124_B.CY.CY267.JF683808_2009, Clust124_B.CY.CY216.JF683765_2007, Clust124_B.CY.CY246.JF683791_2009, Clust124_B.GB.clA_s7_n_y03.EU817066_2003, Clust124_B.GB.100222.JN100794_2006, Clust124_B.GB.clA_s19_n_y03.EU817057_2003, Clust124_B.GB.clA_s5_n_y05.EU817064_2005, Clust124_B.GB.clA_s3_n_y01.EU817062_2001, Clust124_B.GB.clA_s8_n_y04.EU817067_2004, Clust124_B.GB.clA_s4_n_y05.EU817063_2005, Clust124_B.GB.clA_s11_n_y98.EU817049_1998, Clust124_B.GB.clA_s12_n_y03.EU817050_2003, Clust124_B.GB.clA_s22_n_y04.EU817061_2004, Clust124_B.GB.clA_s10_n_y04.EU817048_2004, Clust124_B.GB.clA_s21_n_y05.EU817060_2005, Clust124_B.GB.clA_s18_n_y05.EU817056_2005, Clust124_B.GB.clA_s1_n_y05.EU817047_2005, Clust124_B.GB.clA_s13_n_y05.EU817051_2005, Clust124_B.GB.clA_s9_n_y05.EU817068_2005, Clust124_B.GB.clA_s17_n_y05.EU817055_2005, Clust124_B.GB.clA_s6_n_y05.EU817065_2005, Clust124_B.GB.clA_s14_n_y05.EU817052_2005, Clust124_B.GB.clA_s16_n_y04.EU817054_2004, Clust124_B.GB.clA_s2_n_y05.EU817058_2005, Clust124_B.GB.clA_s20_n_y01.EU817059_2001]	0.998	0.04104104104104104
125	2	2	[Clust125_B.DE.1182_48_4069_20030325.DQ878298_2003, Clust125_B.GB.73482.JN101612_1999]	0.988	0.037037037037037035
126	2	2	[Clust126_B.GB.90053.JN101912_2006, Clust126_B.GB.96995.JN101501_2006]	0.941	0.03203203203203203
127	3	3	[Clust127_B.CY.CY020.FJ388891_2005, Clust127_B.CY.CY082.FJ388962_2005, Clust127_B.CY.CY036.FJ388959_2005]	0.99	0.013013013013013013
128	2	2	[Clust128_B.GB.82105.JN101214_2005, Clust128_B.GB.95771.JN101043_2006]	0.929	0.02002002002002002
129	2	2	[Clust129_B.GB.75831.JN101391_2005, Clust129_B.GB.86254.JN101556_2003]	0.979	0.024024024024024024
130	2	2	[Clust130_B.IT.CV1162_26_08.GU969531_2008, Clust130_B.IT.CV652_38_04.GU969474_2004]	0.99	0.03403403403403404
131	2	2	[Clust131_B.GB.80445.JN101700_2006, Clust131_B.GB.89449.JN101764_2007]	1.0	0.015015015015015015
132	2	2	[Clust132_B.GB.117850.AY362171_1999, Clust132_B.GB.68002.JN100850_2006]	0.999	0.024024024024024024
133	2	2	[Clust133_B.CZ.70948PL16.AY694250_2000, Clust133_B.CZ.82516PL1.AY694288_2000]	0.988	0.044044044044044044
134	2	2	[Clust134_B.ES.05SP0224154.FJ481789_2005, Clust134_B.GB.75791.JN101835_2002]	0.998	0.03303303303303303
135	2	2	[Clust135_B.GB.73118.JN101545_2002, Clust135_B.GB.75009.JN101705_2005]	1.0	0.008008008008008008
136	2	2	[Clust136_B.CY.CY033.FJ388957_2005, Clust136_B.CY.CY202.JF683754_2007]	0.978	0.02702702702702703
137	3	3	[Clust137_B.GB.76127.JN101327_2006, Clust137_B.GB.83096.JN101698_2004, Clust137_B.GB.77075.JN101126_2004]	0.999	0.021021021021021023
138	5	5	[Clust138_B.GB.67617.JN101251_2003, Clust138_B.GB.85525.JN101202_2003, Clust138_B.CY.CY188.JF683741_2007, Clust138_B.GB.77502.JN101714_2003, Clust138_B.GB.79655.JN100780_2004]	1.0	0.03203203203203203
139	3	3	[Clust139_B.CY.CY097.FJ388924_2005, Clust139_B.CY.CY088.FJ388919_2005, Clust139_B.CY.CY089.FJ388920_2005]	0.957	0.022022022022022022
140	2	2	[Clust140_B.GB.78119.JN100887_2006, Clust140_B.GB.90968.JN100984_2006]	0.911	0.023023023023023025
141	2	2	[Clust141_B.GB.82012.JN100787_2001, Clust141_B.GB.84828.JN101586_2006]	1.0	0.014014014014014014
142	4	4	[Clust142_B.GB.67364.JN100826_2003, Clust142_B.GB.98778.JN100725_1997, Clust142_B.GB.71614.JN101341_2005, Clust142_B.GB.73326.JN101408_2006]	0.994	0.036036036036036036
143	2	2	[Clust143_B.IT.CV1088_30_07.GU969499_2007, Clust143_B.IT.CV1122_87_07.GU969508_2007]	1.0	0.015015015015015015
144	2	2	[Clust144_B.FR.1182_48_3149_20030429.DQ878060_2003, Clust144_B.FR.1182_48_3258_20030812.DQ878162_2003]	1.0	0.031031031031031032
145	2	2	[Clust145_B.DK.6_bPI_failure.AM933279_1999, Clust145_B.GB.80422.JN100898_2006]	0.954	0.042042042042042045
146	2	2	[Clust146_B.ES.05SP0256085.FJ481777_2005, Clust146_B.GB.95095.JN101647_2006]	0.997	0.031031031031031032
147	2	2	[Clust147_B.GB.70773.JN101531_2002, Clust147_B.GB.89585.JN101742_2004]	1.0	0.02702702702702703
148	2	2	[Clust148_B.GB.81368.JN101864_2005, Clust148_B.GB.82806.JN100933_2005]	1.0	0.028028028028028028
149	2	2	[Clust149_B.GB.93018.JN100902_2006, Clust149_B.GB.94161.JN101024_2006]	0.917	0.03303303303303303
150	2	2	[Clust150_B.IT.CV1218_112_08.GU969559_2008, Clust150_B.IT.CV1348_RI_08.GU969577_2008]	1.0	0.01701701701701702
151	2	2	[Clust151_B.IT.CV1132_97_07.GU969512_2007, Clust151_B.IT.CV1133_98_07.GU969513_2007]	0.996	0.024024024024024024
152	2	2	[Clust152_B.GB.92162.JN100711_2005, Clust152_B.GB.92348.JN101093_2004]	0.994	0.008008008008008008
153	3	3	[Clust153_B.GB.71647.JN100778_2004, Clust153_B.CY.CY241.JF683787_2009, Clust153_B.GB.75562.JN101416_2007]	0.987	0.031031031031031032
154	3	3	[Clust154_B.GB.82431.JN101151_2006, Clust154_B.GB.76385.JN100685_2006, Clust154_B.GB.94013.JN101312_2006]	0.911	0.044044044044044044
155	2	2	[Clust155_B.DE.1182_48_4002_20030311.DQ878235_2003, Clust155_B.DE.1182_48_4174_20030502.DQ878408_2003]	1.0	0.012012012012012012
156	2	2	[Clust156_B.DE.1182_48_4238_20030513.DQ878469_2003, Clust156_B.DE.1182_48_4240_20030513.DQ878471_2003]	1.0	0.005005005005005005
157	2	2	[Clust157_B.DE.1182_48_4137_20030320.DQ878368_2003, Clust157_B.DE.1182_48_4176_20030506.DQ878410_2003]	0.996	0.03403403403403404
158	2	2	[Clust158_B.DE.1182_48_4054_20030430.DQ878286_2003, Clust158_B.DE.1182_48_4231_20030618.DQ878463_2003]	1.0	0.006006006006006006
